"","","","Category","Total Unique Visitors (000)","% Reach","% Composition Unique Visitors","Composition Index UV","Composition Index PV","Average Daily Visitors (000)","Total Minutes (MM)","Total Pages Viewed (MM)","Total Visits (000)","Average Minutes per Visit","Average Visits per Visitor"
"","[C]","            NEEDFORSPEED.COM","Games, Games - Gaming Information","808.874","0.36","100","100","100","75.179","47.114","8.372","3444.049","13.68","4.258"
"","[C]","            SPEEDHUNTERS.COM","Lifestyles","66.71","0.03","100","100","100","4.804","0.394","0.694","166.65","2.361","2.498"
"","[M]","        SimCity","Games - Online Gaming, Games","559.115","0.249","100","100","100","25.845","6.517","1.411","870.947","7.482","1.558"
"","[C]","            SIMCITY.COM","Games - Online Gaming, Games","559.115","0.249","100","100","100","25.845","6.517","1.411","870.947","7.482","1.558"
"","[M]","        EA Mobile","Services","518.902","0.231","100","100","100","165.185","21.253","16.133","11482.106","1.851","22.128"
"","[C]","            EAMOBILE.COM","Services","518.902","0.231","100","100","100","165.185","21.253","16.133","11482.106","1.851","22.128"
"","[M]","        PLAY4FREE.COM","Games, Games - Online Gaming","427.439","0.19","100","100","100","42.985","24.77","16.159","2344.159","10.566","5.484"
"","[C]","            Battlefield PLAY4FREE","Games - Online Gaming, Games","427.439","0.19","100","100","100","42.985","24.768","16.154","2344.159","10.566","5.484"
"","[M]","        Pogo Desktop Games (Apps)","Games - Online Gaming, Games","207.099","0.092","100","100","","22.387","0","0","","",""
"","[M]","        BIOWARE.COM","Games - Gaming Information, Games","180.655","0.08","100","100","100","9.355","3.216","1.66","359.934","8.935","1.992"
"","[C]","            Mass Effect","Games, Games - Gaming Information","34.321","0.015","100","100","","","","","","",""
"","[C]","            Dragon Age","Games, Games - Gaming Information","8.796","0.004","100","100","","","","","","",""
"","[M]","        Command And Conquer","Games - Gaming Information, Games","159.957","0.071","100","100","100","20.265","22.943","11.788","1839.708","12.471","11.501"
"","[C]","            COMMANDANDCONQUER.COM","Games - Gaming Information, Games","147.916","0.066","100","100","100","19.505","22.881","11.758","1816.377","12.597","12.28"
"","[S]","                Alliances Command And Conquer","Games - Online Gaming, Games","65.439","0.029","100","100","100","16.394","22.555","11.386","1721.281","13.104","26.304"
"","[M]","        SPORE.COM","Games, Games - Gaming Information","113.921","0.051","100","100","100","4.781","0.258","0.564","157.708","1.634","1.384"
"","[M]","        LORDOFULTIMA.COM","Games, Games - Online Gaming","49.36","0.022","100","100","100","8.458","3.609","3.475","537.115","6.72","10.882"
"","[M]","        MEDALOFHONOR.COM","Lifestyles","22.012","0.01","100","100","100","0.762","0.055","0.053","24.687","2.234","1.121"
"","[M]","        BATTLEFORGE.COM","Games, Games - Online Gaming","18.391","0.008","100","100","","","","","","",""
"","[M]","        Warhammer Online","Games","16.636","0.007","100","100","","","","","","",""
"","[C]","            WARHAMMERONLINE.COM","Games, Games - Gaming Information","16.636","0.007","100","100","","","","","","",""
"","[M]","        MIRRORSEDGE.COM","Games, Games - Gaming Information","13.489","0.006","100","100","","","","","","",""
"","[M]","        PLAYFISH.COM","Games, Games - Online Gaming","11.356","0.005","100","100","","","","","","",""
"","[M]","        DICE.SE","Games","10.649","0.005","100","100","","","","","","",""
"","[M]","        EA International","Games, Games - Gaming Information","7.495","0.003","100","100","","","","","","",""
"","[M]","        CRYSIS.COM","Games, Games - Online Gaming","7.124","0.003","100","100","","","","","","",""
"","[M]","        Ultima Online","Games, Games - Gaming Information","5.816","0.003","100","100","","","","","","",""
"","[C]","            UO.COM","Games","5.816","0.003","100","100","","","","","","",""
"","[M]","        SPOREHERO.COM","Games, Games - Gaming Information","1.28","0.001","100","100","","","","","","",""
"","[M]","        EA Applications","Games","0.833","0","100","100","","","","","","",""
"","[C]","            EA Ultima Online (App)","Games","0.574","0","100","100","","","","","","",""
"","[M]","        DRAGONAGEJOURNEYS.COM","Games - Online Gaming, Games","0.688","0","100","100","","","","","","",""
"","[M]","        HANDSON.COM","Corporate Presence","0.614","0","100","100","","","","","","",""
"","[M]","        BATTLEFIELD-HEROES.COM","Games, Games - Gaming Information","0.164","0","100","100","","","","","","",""
"80","[P](U)","    Photobucket Sites","Services - Photos, Services","19572.393","8.719","100","100","100","1384.336","126.488","167.16","50860.513","2.487","2.599"
"","[M](U)","        PHOTOBUCKET.COM","Services - Photos, Services","18468.925","8.227","100","100","100","1268.684","118.331","154.509","46085.414","2.568","2.495"
"","[M](U)","        TINYPIC.COM","Services, Services - Photos","2531.299","1.128","100","100","100","124.885","8.157","12.65","4536.918","1.798","1.792"
"81","[P](u)","    BBC Sites","Corporate Presence","19485.744","8.68","100","100","100","1611.152","191.874","202.775","64971.809","2.953","3.334"
"","[M](u)","        BBC","News/Information - General News, News/Information","16419.209","7.314","100","100","100","1357.69","175.414","176.111","55572.93","3.156","3.385"
"","[C](U)","            BBC News","News/Information, News/Information - General News","10060.02","4.481","100","100","100","924.434","81.698","82.414","34324.513","2.38","3.412"
"","[S](U)","                BBC News World","News/Information - General News, News/Information","5113.576","2.278","100","100","100","474.177","32.375","30.326","16479.202","1.965","3.223"
"","[G](U)","                    BBC News - Asia","News/Information - General News, News/Information","2274.769","1.013","100","100","100","176.661","9.752","8.238","5678.976","1.717","2.497"
"","[G](U)","                    BBC News - U.S. & Canada","News/Information, News/Information - General News","1957.449","0.872","100","100","100","179.228","8.089","7.178","5849.326","1.383","2.988"
"","[G](U)","                    BBC News - Europe","News/Information - General News, News/Information","1690.922","0.753","100","100","100","124.705","5.16","5.35","4199.16","1.229","2.483"
"","[G](U)","                    BBC News - Middle East","News/Information - General News, News/Information","1212.032","0.54","100","100","100","83.501","4.062","3.69","2645.706","1.535","2.183"
"","[G](U)","                    BBC News - Africa","News/Information - General News, News/Information","695.662","0.31","100","100","100","61.681","2.266","2.553","2056.771","1.102","2.957"
"","[G](U)","                    BBC News - Latin America","News/Information - General News, News/Information","472.014","0.21","100","100","100","41.602","1.451","1.562","1264.01","1.148","2.678"
"","[S](U)","                BBC News Science & Environment","Technology - News, Technology","1899.492","0.846","100","100","100","137.419","5.048","4.711","4213.794","1.198","2.218"
"","[S](U)","                BBC News Home Page","News/Information - General News, News/Information","1633.775","0.728","100","100","100","354.419","14.597","18.478","15344.458","0.951","9.392"
"","[S](U)","                BBC News Technology","Technology - News, Technology","1325.541","0.59","100","100","100","87.999","3.343","3.26","2667.859","1.253","2.013"
"","[S](U)","                BBC News Magazine","News/Information - General News, News/Information","1281.196","0.571","100","100","100","96.223","4.077","3.571","3081.113","1.323","2.405"
"","[S](U)","                BBC News Entertainment & Arts","Entertainment - News, Entertainment","1274.135","0.568","100","100","100","86.284","3.718","3.173","2696.596","1.379","2.116"
"","[S](U)","                BBC News England","News/Information - General News, News/Information","956.322","0.426","100","100","100","60.331","2.809","2.664","1838.692","1.528","1.923"
"","[G](U)","                    BBC News London","News/Information, News/Information - General News","404.942","0.18","100","100","100","20.213","0.982","0.73","615.261","1.596","1.519"
"","[G](U)","                    BBC News Norfolk","News/Information - General News, News/Information","213.731","0.095","100","100","100","8.155","0.319","0.252","244.652","1.306","1.145"
"","[G]","                    BBC News Manchester","News/Information, News/Information - General News","69.02","0.031","100","100","","","","","","",""
"","[S](U)","                BBC News Business","Business/Finance, Business/Finance - News/Research","887.354","0.395","100","100","100","52.008","3.147","2.949","1829.949","1.72","2.062"
"","[S](U)","                BBC News Health","Health, Health - Information","842.926","0.376","100","100","100","50.69","2.134","2.002","1576.313","1.354","1.87"
"","[S](U)","                BBC News Wales","News/Information, News/Information - General News","617.703","0.275","100","100","100","23.901","0.673","0.908","735.867","0.915","1.191"
"","[G](U)","                    BBC News South East","News/Information, News/Information - General News","112.631","0.05","100","100","100","4.561","0.094","0.137","136.826","0.685","1.215"
"","[S](U)","                BBC News Scotland","News/Information - General News, News/Information","322.575","0.144","100","100","100","16.696","1.047","0.954","511.279","2.048","1.585"
"","[G](U)","                    BBC News Glasgow & West","News/Information, News/Information - General News","129.72","0.058","100","100","100","4.212","0.286","0.214","142.569","2.008","1.099"
"","[S](U)","                BBC News UK","News/Information, News/Information - General News","203.91","0.091","100","100","100","40.249","1.051","1.7","1368.893","0.768","6.713"
"","[S](U)","                BBC News In Pictures","News/Information - General News, News/Information","175.798","0.078","100","100","100","13.976","0.694","0.803","448.431","1.548","2.551"
"","[S](U)","                BBC News Politics","News/Information, News/Information - Politics","168.185","0.075","100","100","100","9.922","0.35","0.312","297.654","1.176","1.77"
"","[C](U)","            BBC Homepage","News/Information, News/Information - General News","2825.288","1.259","100","100","100","351.471","14.371","16.267","14500.062","0.991","5.132"
"","[C](u)","            BBC - Other","Corporate Presence","1571.059","0.7","100","100","100","144.893","5.371","7.676","4842.356","1.109","3.082"
"","[C](U)","            BBC Sport","Sports","1128.635","0.503","100","100","100","135.925","16.54","18.263","5695.908","2.904","5.047"
"","[S](U)","                BBC Sport - Football","Sports","675.122","0.301","100","100","100","91.64","10.029","9.651","3835.911","2.614","5.682"
"","[S](U)","                BBC Sport Homepage","Sports","326.237","0.145","100","100","100","63.798","1.793","3.134","2636.488","0.68","8.082"
"","[S](U)","                BBC Sport - Other","Sports","277.335","0.124","100","100","100","33.943","0.897","1.328","1039.284","0.863","3.747"
"","[S](U)","                BBC Sport - Cricket","Sports","144.155","0.064","100","100","100","17.876","0.78","1.203","573.806","1.359","3.98"
"","[S]","                BBC Sport - Rugby Union","Sports","87.962","0.039","100","100","","","","","","",""
"","[S]","                BBC Sport - Tennis","Sports","85.56","0.038","100","100","","","","","","",""
"","[S]","                BBC Sport - Golf","Sports","43.407","0.019","100","100","","","","","","",""
"","[S]","                BBC Sport - More Sports","Sports","28.244","0.013","100","100","","","","","","",""
"","[S]","                BBC Sport - Athletics","Sports","12.671","0.006","100","100","","","","","","",""
"","[C](u)","            BBC Learning","Education - Information, Education","841.603","0.375","100","100","100","38.111","4.881","4.484","1213.85","4.021","1.442"
"","[C](u)","            BBC World Service","News/Information, News/Information - General News","769.349","0.343","100","100","100","148.059","29.229","22.032","7681.523","3.805","9.984"
"","[S](U)","                BBC Mundo","News/Information, News/Information - General News","173.961","0.077","100","100","100","14.194","2.358","1.566","476.728","4.947","2.74"
"","[S]","                BBC Persian","News/Information - General News, News/Information","166.059","0.074","100","100","100","44.318","8.975","7.384","2797.747","3.208","16.848"
"","[S](U)","                BBC Arabic","News/Information - General News, News/Information","107.195","0.048","100","100","100","9.964","1.299","1.075","348.431","3.728","3.25"
"","[S]","                BBC Vietnamese","News/Information, News/Information - General News","78.582","0.035","100","100","100","26.448","8.959","5.372","1867.1","4.799","23.76"
"","[S]","                BBC Russian","News/Information, News/Information - General News","59.137","0.026","100","100","","","","","","",""
"","[S]","                BBC Urdu","News/Information, News/Information - General News","44.976","0.02","100","100","","","","","","",""
"","[S]","                BBC Burmese","News/Information - General News, News/Information","42.246","0.019","100","100","100","13.896","1.763","1.965","626.74","2.812","14.835"
"","[S]","                BBC Chinese","News/Information, News/Information - General News","22.765","0.01","100","100","","","","","","",""
"","[S]","                BBC Somali","News/Information - General News, News/Information","14.092","0.006","100","100","100","2.136","0.335","0.213","88.987","3.766","6.315"
